index,dish_name,dish_description,difficulty,rating,reviews_for_rating,image_count,author,author_type,author_group,prep_time,bake_time,rest_time,total_steps,ingredient,ingredient_quantity,ingredient_unit,calories,protein,protein_u,fat,fat_u,carb,carb_u,servings,utensils
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,chicken thighs,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,garlic cloves,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,chicken sck,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,one handful fren peas,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,gem lettuce,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,crème fraîche,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,one handful mangeuts green beans,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,mustard,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,sugar,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,flour,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
1,Chicken thighs in mustard cream sauce with vegetables,"Cooking this dish just for you or for your whole family, it will definitely put a smile on everyone’s face. It is easy to make and can be prepared ahead when you plan to have a full house. You don’t like any of the green ingredients? No problem, just change it with the one you like and make it your own version of my chicken thighs in cream mustard sauce.",Easy,4.0,1.0,0,mrslovegoodfood,Community Member,,10,45,0,9.0,seasoning mix meat just paprika,"['1.0', '5.0', '2.0', '400.0', '1.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['package', 'ml', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,bell peppers,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,cherry maes,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,shallot,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,garlic,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,carrot,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,thyme,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,pepper,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,broth,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,olive oil,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,shrimp,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
2,Oven baked vegetables soup with prawns,Eat it with a garlic bread!,Easy,0.0,,0,Giedre Sk,Community Member,,10,25,0,6.0,chili flakes,"['2.0', '8.0', '1.0', '2.0', '1.0', '500.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'ml', 'g', '', '', '', '', '', '', '', '']",,,,,,,,2,
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,ground beef,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,bread,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,breadcrumb,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,extravirgin olive oil,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,grated parmesan cheese,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,eggs,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,salt,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,pepper,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,parsley,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,garlic,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
3,Polpette: Italian Meatballs 🧡,"This dish is easy & fun to prepare. Very tasty, even the next day! ",Easy,0.0,,0,Ceci,Community Member,,15,30,0,6.0,milk,"['400.0', '100.0', '60.0', '2.0', '2.0', '0.5', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'tsp', 'clove', 'ml', '', '', '', '', '']",,,,,,,,2,['baking tin']
4,Mushroom Risotto with Spring Greens,"This recipe takes a little patience, but it's pretty simple and worth the wait, and feels fancy! I used vegetables that're readily available this time of year, but you can use fresh or frozen veg, so it's easy to make with whatever you have in your kitchen.",Easy,0.0,,0,katelisabeth,Community Member,,90,0,0,6.0,risot rice,"['300.0', '200.0', '1.0', '1.0', '3.0', '50.0', '3.0', '2.0', '1.0', '1.0', '1.0', '1.0', '3.0', '2.0', '1.0', '0.0']","['g', 'g', 'g', 'cloves', 'tbsp', 'pinch', 'pinch', 'pinch', 'tbsp', 'tbsp', 'dash', '', '', '', '', '']",,,,,,,,2,"['nonstick pan (large)', 'cooking spoon', 'knife', 'liquid measuring cup']"
